0,010000		99,999947		-0,010000		100,000000
0,020000		99,999794		-0,019997		99,999992
0,030000		99,999542		-0,029991		99,999992
0,040000		99,999191		-0,039979		99,999992
0,050000		99,998741		-0,049959		99,999992
0,060000		99,998192		-0,059929		99,999985
0,070000		99,997543		-0,069886		99,999985
0,080000		99,996796		-0,079830		99,999985
0,090000		99,995949		-0,089759		99,999977
0,100000		99,995003		-0,099669		99,999969
0,110000		99,993958		-0,109559		99,999962
0,120000		99,992813		-0,119428		99,999947
0,130000		99,991570		-0,129274		99,999924
0,140000		99,990227		-0,139094		99,999901
0,150000		99,988785		-0,148886		99,999870
0,160000		99,987244		-0,158650		99,999832
0,170000		99,985611		-0,168382		99,999786
0,180000		99,983879		-0,178082		99,999733
0,190000		99,982048		-0,187748		99,999672
0,200000		99,980125		-0,197377		99,999603
0,210000		99,978104		-0,206968		99,999519
0,220000		99,975983		-0,216520		99,999420
0,230000		99,973770		-0,226030		99,999313
0,240000		99,971466		-0,235497		99,999199
0,250000		99,969063		-0,244920		99,999054
0,260000		99,966568		-0,254297		99,998901
0,270000		99,963982		-0,263626		99,998734
0,280000		99,961296		-0,272907		99,998535
0,290000		99,958519		-0,282136		99,998322
0,300000		99,955650		-0,291314		99,998085
0,310000		99,952690		-0,300439		99,997826
0,320000		99,949638		-0,309509		99,997536
0,330000		99,946495		-0,318522		99,997223
0,340000		99,943268		-0,327479		99,996887
0,350000		99,939949		-0,336377		99,996521
0,360000		99,936539		-0,345216		99,996124
0,370000		99,933044		-0,353993		99,995697
0,380000		99,929459		-0,362709		99,995239
0,390000		99,925789		-0,371362		99,994743
0,400000		99,922035		-0,379951		99,994217
0,410000		99,918190		-0,388474		99,993645
0,420000		99,914261		-0,396932		99,993042
0,430000		99,910248		-0,405323		99,992393
0,440000		99,906151		-0,413646		99,991699
0,450000		99,901970		-0,421900		99,990967
0,460000		99,897713		-0,430085		99,990196
0,470000		99,893372		-0,438201		99,989380
0,480000		99,888947		-0,446245		99,988510
0,490000		99,884445		-0,454218		99,987602
0,500000		99,879860		-0,462118		99,986633
0,510000		99,875198		-0,469946		99,985626
0,520000		99,870461		-0,477701		99,984558
0,530000		99,865646		-0,485382		99,983444
0,540000		99,860756		-0,492989		99,982277
0,550000		99,855789		-0,500521		99,981049
0,560000		99,850746		-0,507978		99,979767
0,570000		99,845627		-0,515360		99,978424
0,580000		99,840439		-0,522666		99,977028
0,590000		99,835175		-0,529896		99,975571
0,600000		99,829842		-0,537050		99,974052
0,610000		99,824432		-0,544127		99,972473
0,620000		99,818954		-0,551128		99,970825
0,630000		99,813408		-0,558052		99,969116
0,640000		99,807793		-0,564899		99,967346
0,650000		99,802109		-0,571670		99,965515
0,660000		99,796356		-0,578363		99,963608
