0,100000		99,989998		-0,100000		99,994995
0,200000		99,971001		-0,190000		99,989052
0,300000		99,943901		-0,271000		99,980621
0,400000		99,909508		-0,343900		99,968643
0,500000		99,868553		-0,409510		99,952400
0,600000		99,821701		-0,468559		99,931473
0,700000		99,769531		-0,521703		99,905617
0,800000		99,712578		-0,569533		99,874763
0,900000		99,651321		-0,612580		99,838951
1,000000		99,586189		-0,651322		99,798302
1,100000		99,517570		-0,686189		99,752998
1,200000		99,445816		-0,717570		99,703270
1,300000		99,371231		-0,745813		99,649353
1,400000		99,294106		-0,771232		99,591507
1,500000		99,214691		-0,794109		99,529999
1,600000		99,133224		-0,814698		99,465088
1,700000		99,049904		-0,833228		99,397041
1,800000		98,964912		-0,849905		99,326080
1,900000		98,878418		-0,864915		99,252457
2,000000		98,790573		-0,878423		99,176384
2,100000		98,701515		-0,890581		99,098083
2,200000		98,611366		-0,901523		99,017738
2,300000		98,520226		-0,911371		98,935524
2,400000		98,428200		-0,920234		98,851616
2,500000		98,335381		-0,928210		98,766167
2,600000		98,241844		-0,935389		98,679321
2,700000		98,147659		-0,941850		98,591202
2,799999		98,052895		-0,947665		98,501930
2,899999		97,957603		-0,952899		98,411613
2,999999		97,861839		-0,957609		98,320343
3,099999		97,765656		-0,961848		98,228233
3,199999		97,669090		-0,965663		98,135345
3,299999		97,572182		-0,969097		98,041756
3,399999		97,474960		-0,972187		97,947533
3,499999		97,377464		-0,974968		97,852745
3,599999		97,279716		-0,977472		97,757439
3,699999		97,181747		-0,979724		97,661674
3,799999		97,083572		-0,981752		97,565491
3,899998		96,985214		-0,983577		97,468925
3,999998		96,886696		-0,985219		97,372025
4,099998		96,788025		-0,986697		97,274811
4,199998		96,689224		-0,988028		97,177322
4,299998		96,590302		-0,989225		97,079582
4,399998		96,491272		-0,990302		96,981621
4,499998		96,392143		-0,991272		96,883453
4,599998		96,292931		-0,992145		96,785103
4,699998		96,193634		-0,992930		96,686592
4,799998		96,094269		-0,993637		96,587929
4,899998		95,994843		-0,994274		96,489136
4,999998		95,895355		-0,994846		96,390213
5,099998		95,795822		-0,995362		96,291191
5,199997		95,696243		-0,995826		96,192078
5,299997		95,596619		-0,996243		96,092865
5,399997		95,496956		-0,996619		95,993584
5,499997		95,397263		-0,996957		95,894226
5,599997		95,297539		-0,997261		95,794807
5,699997		95,197784		-0,997535		95,695320
5,799997		95,098007		-0,997782		95,595795
5,899997		94,998207		-0,998003		95,496216
5,999997		94,898384		-0,998203		95,396591
6,099997		94,798546		-0,998383		95,296928
6,199996		94,698692		-0,998545		95,197235
6,299996		94,598824		-0,998690		95,097511
6,399996		94,498940		-0,998821		94,997765
6,499996		94,399048		-0,998939		94,897987
6,599996		94,299141		-0,999045		94,798187
6,699996		94,199226		-0,999141		94,698364
6,799996		94,099304		-0,999227		94,598534
6,899996		93,999374		-0,999304		94,498680
6,999996		93,899437		-0,999373		94,398811
7,099996		93,799492		-0,999436		94,298927
7,199996		93,699539		-0,999493		94,199036
7,299995		93,599586		-0,999543		94,099129
7,399995		93,499626		-0,999589		93,999214
7,499995		93,399666		-0,999630		93,899300
7,599995		93,299698		-0,999667		93,799362
7,699995		93,199730		-0,999700		93,699432
7,799995		93,099754		-0,999730		93,599487
7,899995		92,999779		-0,999757		93,499535
7,999995		92,899803		-0,999782		93,399582
8,099995		92,799820		-0,999803		93,299622
8,199995		92,699837		-0,999823		93,199661
8,299995		92,599854		-0,999841		93,099693
8,399996		92,499870		-0,999857		92,999725
8,499996		92,399879		-0,999871		92,899750
8,599997		92,299889		-0,999884		92,799774
8,699997		92,199898		-0,999896		92,699791
8,799997		92,099907		-0,999906		92,599815
8,899998		91,999916		-0,999915		92,499832
8,999998		91,899925		-0,999924		92,399849
9,099998		91,799934		-0,999931		92,299866
9,199999		91,699944		-0,999938		92,199883
9,299999		91,599953		-0,999945		92,099899
9,400000		91,499954		-0,999950		91,999901
9,500000		91,399956		-0,999955		91,899910
9,600000		91,299957		-0,999960		91,799919
9,700001		91,199959		-0,999964		91,699921
9,800001		91,099960		-0,999967		91,599930
9,900002		90,999962		-0,999970		91,499931
10,000002		90,899963		-0,999973		91,399940
10,100002		90,799965		-0,999976		91,299942
10,200003		90,699966		-0,999979		91,199944
10,300003		90,599968		-0,999981		91,099945
10,400003		90,499969		-0,999983		90,999954
10,500004		90,399971		-0,999984		90,899956
10,600004		90,299973		-0,999986		90,799957
10,700005		90,199974		-0,999987		90,699959
10,800005		90,099976		-0,999989		90,599968
10,900005		89,999977		-0,999990		90,499969
11,000006		89,899979		-0,999991		90,399971
11,100006		89,799980		-0,999992		90,299973
11,200006		89,699982		-0,999992		90,199974
11,300007		89,599983		-0,999993		90,099976
11,400007		89,499985		-0,999994		89,999977
11,500008		89,399986		-0,999995		89,899979
11,600008		89,299988		-0,999995		89,799980
11,700008		89,199989		-0,999996		89,699982
11,800009		89,099991		-0,999996		89,599983
11,900009		88,999992		-0,999996		89,499992
12,000010		88,899994		-0,999997		89,399994
12,100010		88,799995		-0,999997		89,299995
12,200010		88,699997		-0,999997		89,199997
12,300011		88,599998		-0,999998		89,099998
12,400011		88,500000		-0,999998		89,000000
12,500011		88,400002		-0,999998		88,900002
12,600012		88,300003		-0,999998		88,800003
12,700012		88,200005		-0,999998		88,700005
12,800013		88,100006		-0,999999		88,600006
12,900013		88,000008		-0,999999		88,500008
13,000013		87,900009		-0,999999		88,400009
13,100014		87,800011		-0,999999		88,300011
13,200014		87,700012		-0,999999		88,200012
13,300014		87,600014		-0,999999		88,100014
13,400015		87,500015		-0,999999		88,000015
13,500015		87,400017		-0,999999		87,900017
13,600016		87,300018		-0,999999		87,800018
13,700016		87,200020		-0,999999		87,700020
13,800016		87,100021		-1,000000		87,600021
13,900017		87,000023		-1,000000		87,500023
14,000017		86,900024		-1,000000		87,400024
14,100018		86,800026		-1,000000		87,300026
14,200018		86,700027		-1,000000		87,200027
14,300018		86,600029		-1,000000		87,100029
14,400019		86,500031		-1,000000		87,000031
14,500019		86,400032		-1,000000		86,900032
14,600019		86,300034		-1,000000		86,800034
14,700020		86,200035		-1,000000		86,700035
14,800020		86,100037		-1,000000		86,600037
14,900021		86,000038		-1,000000		86,500038
15,000021		85,900040		-1,000000		86,400040
15,100021		85,800041		-1,000000		86,300041
15,200022		85,700043		-1,000000		86,200043
15,300022		85,600044		-1,000000		86,100044
15,400023		85,500046		-1,000000		86,000046
