0.995748	 0.993809	 -0.013258	 
1.004902	 0.989685	 -0.025550	 
0.991440	 0.972868	 -0.050227	 
0.987675	 0.970213	 -0.078909	 
0.998759	 0.959644	 -0.091627	 
1.000433	 0.942124	 -0.104632	 
0.987568	 0.937328	 -0.108500	 
0.986209	 0.937604	 -0.126738	 
0.984021	 0.933648	 -0.152391	 
0.989829	 0.913870	 -0.160145	 
0.984862	 0.909363	 -0.174940	 
0.990102	 0.883473	 -0.194768	 
0.987922	 0.878766	 -0.205087	 
0.982032	 0.876799	 -0.211319	 
0.976822	 0.864783	 -0.239268	 
0.979807	 0.865162	 -0.276113	 
0.983371	 0.862571	 -0.292721	 
0.981209	 0.852712	 -0.305457	 
0.981169	 0.854520	 -0.316481	 
0.983703	 0.846832	 -0.332861	 
0.978203	 0.851655	 -0.351280	 
0.969949	 0.852636	 -0.358334	 
0.980251	 0.838831	 -0.376050	 
0.962793	 0.842072	 -0.403282	 
0.970078	 0.833738	 -0.423722	 
0.986571	 0.822521	 -0.443007	 
0.974640	 0.804897	 -0.454423	 
0.975806	 0.792495	 -0.477714	 
0.985582	 0.789064	 -0.485882	 
0.973314	 0.790243	 -0.508203	 
0.975435	 0.775227	 -0.525923	 
0.968996	 0.763842	 -0.533273	 
0.966822	 0.770707	 -0.562270	 
0.977446	 0.782005	 -0.588924	 
0.980457	 0.773455	 -0.603445	 
0.984543	 0.764875	 -0.614251	 
0.980437	 0.755156	 -0.622269	 
0.971757	 0.747630	 -0.645449	 
0.966254	 0.733233	 -0.660662	 
0.955548	 0.729881	 -0.673012	 
0.940684	 0.717535	 -0.687141	 
0.932463	 0.717870	 -0.700232	 
0.939097	 0.706846	 -0.723621	 
0.935942	 0.686775	 -0.739598	 
0.943349	 0.681786	 -0.764818	 
0.942108	 0.680502	 -0.800501	 
0.944486	 0.664703	 -0.810444	 
0.938278	 0.644194	 -0.849126	 
0.930543	 0.637080	 -0.869111	 
0.938356	 0.646127	 -0.905360	 
0.942244	 0.639535	 -0.916829	 
0.944435	 0.639106	 -0.945785	 
0.954401	 0.621613	 -0.960705	 
0.950600	 0.622271	 -0.973484	 
0.945918	 0.615099	 -0.999845	 
0.947618	 0.609095	 -1.016839	 
0.943183	 0.604205	 -1.031456	 
0.930153	 0.590485	 -1.045228	 
0.940179	 0.580577	 -1.056240	 
0.951855	 0.567477	 -1.078531	 
0.948974	 0.563098	 -1.097001	 
0.953462	 0.555344	 -1.107522	 
0.960727	 0.542978	 -1.117938	 
0.971801	 0.524590	 -1.131375	 
0.976884	 0.509064	 -1.153050	 
0.990888	 0.501252	 -1.168367	 
0.994082	 0.476534	 -1.184034	 
1.004331	 0.470698	 -1.199465	 
1.006147	 0.445598	 -1.212985	 
1.005924	 0.410630	 -1.230341	 
1.007492	 0.423001	 -1.243699	 
1.026752	 0.412487	 -1.267263	 
1.041924	 0.410319	 -1.285069	 
1.039188	 0.399835	 -1.305499	 
1.035732	 0.393562	 -1.324784	 
1.036092	 0.389275	 -1.327212	 
1.045199	 0.376772	 -1.337433	 
1.048318	 0.368440	 -1.349867	 
1.062896	 0.354924	 -1.371706	 
1.054805	 0.347297	 -1.375326	 
1.056983	 0.334827	 -1.396389	 
1.054283	 0.335546	 -1.428150	 
1.043609	 0.323021	 -1.445966	 
1.023267	 0.306319	 -1.450197	 
1.009309	 0.310379	 -1.458620	 
1.008970	 0.302080	 -1.480526	 
1.000315	 0.293608	 -1.484534	 
0.998086	 0.284927	 -1.494292	 
1.006741	 0.271647	 -1.511487	 
0.990700	 0.264292	 -1.526948	 
0.985991	 0.256268	 -1.551757	 
0.991289	 0.248836	 -1.575149	 
0.995962	 0.231475	 -1.588522	 
0.995114	 0.238858	 -1.599644	 
1.003534	 0.257209	 -1.608657	 
1.012230	 0.251485	 -1.633585	 
1.011581	 0.242037	 -1.643936	 
1.021978	 0.240080	 -1.662317	 
1.035066	 0.240163	 -1.681732	 
1.043989	 0.234337	 -1.692589	 
1.050737	 0.236024	 -1.700813	 
1.030882	 0.217284	 -1.718546	 
1.014232	 0.208087	 -1.745252	 
0.995966	 0.203281	 -1.755430	 
0.993083	 0.196656	 -1.776915	 
0.985341	 0.179720	 -1.809485	 
0.976806	 0.170563	 -1.825368	 
0.977293	 0.171629	 -1.856949	 
0.981210	 0.173579	 -1.892176	 
0.980100	 0.147565	 -1.903361	 
